Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,Puck Line,,Open OU,,Close OU,
1103,73,V,Calgary,0,2,1,3,185,180,1.5,-165,5.5,115,5.5,110
1103,74,H,SanJose,0,0,2,2,-215,-210,-1.5,145,5.5,-135,5.5,-130
1104,1,V,Montreal,0,0,0,0,-125,-103,-1.5,240,5,-130,5,-145
1104,2,H,Columbus,3,5,2,10,105,-117,1.5,-300,5,110,5,125
1104,3,V,Winnipeg,1,0,4,5,150,156,1.5,-205,5.5,110,5.5,120
1104,4,H,Detroit,1,1,1,3,-170,-176,-1.5,175,5.5,-130,5.5,-140
1104,5,V,Arizona,0,1,0,1,185,190,1.5,-151,5.5,100,5.5,116
1104,6,H,Anaheim,3,1,1,5,-215,-230,-1.5,131,5.5,-120,5.5,-136
1105,51,V,Minnesota,0,0,0,0,-105,-108,1.5,-330,5,-130,5,-120
1105,52,H,Colorado,0,0,1,1,-115,-112,-1.5,265,5,110,5,100
1105,53,V,Vancouver,1,1,1,3,150,150,1.5,-200,5,-130,5,-140
1105,54,H,Toronto,2,1,3,6,-170,-170,-1.5,170,5,110,5,120
1105,55,V,Philadelphia,2,0,2,4,165,135,1.5,-230,5.5,110,5,-135
1105,56,H,Montreal,2,1,2,5,-185,-155,-1.5,190,5.5,-130,5,115
1105,57,V,NYRangers,2,1,2,5,105,-105,1.5,-315,5.5,100,5.5,110
1105,58,H,Boston,1,0,1,2,-125,-115,-1.5,250,5.5,-120,5.5,-130
1105,59,V,Buffalo,0,0,2,2,130,130,1.5,-260,5.5,110,5,-135
1105,60,H,Ottawa,0,1,0,1,-150,-150,-1.5,210,5.5,-130,5,115
1105,61,V,NewJersey,1,0,0,1,155,154,1.5,-210,5,100,5,110
1105,62,H,TampaBay,0,2,2,4,-175,-174,-1.5,180,5,-120,5,-130
1105,63,V,Florida,1,0,1,2,155,150,1.5,-200,5,-120,5,-115
1105,64,H,Washington,0,1,3,4,-175,-170,-1.5,170,5,100,5,-105
1105,65,V,Columbus,0,1,0,1,160,178,1.5,-175,5.5,115,5.5,110
1105,66,H,St.Louis,0,0,1,2,-180,-208,-1.5,155,5.5,-135,5.5,-130
1105,67,V,Edmonton,2,1,0,4,115,103,1.5,-290,5.5,100,5.5,100
1105,68,H,NYIslanders,2,1,0,3,-135,-123,-1.5,230,5.5,-120,5.5,-120
1105,69,V,Chicago,1,2,0,3,-115,-105,1.5,-340,5.5,-105,5.5,110
1105,70,H,Dallas,2,0,0,2,-105,-115,-1.5,275,5.5,-115,5.5,-130
1105,71,V,Carolina,0,1,1,3,155,134,1.5,-230,5.5,100,5.5,110
1105,72,H,Nashville,1,1,0,2,-175,-154,-1.5,190,5.5,-120,5.5,-130
1105,73,V,Calgary,0,0,0,0,140,126,1.5,-240,5.5,110,5.5,125
1105,74,H,LosAngeles,2,2,1,5,-160,-146,-1.5,200,5.5,-130,5.5,-145
1105,75,V,Pittsburgh,2,3,0,5,110,125,1.5,-245,5,-135,5,-140
1105,76,H,SanJose,0,0,0,0,-130,-145,-1.5,205,5,115,5,120
1106,1,V,Edmonton,1,1,0,2,130,140,1.5,-235,5.5,100,5.5,100
1106,2,H,Detroit,1,0,0,1,-150,-160,-1.5,195,5.5,-120,5.5,-120
1106,3,V,Colorado,0,1,0,1,155,158,1.5,-200,5,-135,5,-115
1106,4,H,St.Louis,2,3,0,5,-175,-178,-1.5,170,5,115,5,-105
1106,5,V,NewJersey,0,2,2,4,125,121,1.5,-270,5,-125,5,-105
1106,6,H,Carolina,0,0,1,1,-145,-141,-1.5,220,5,105,5,-115
1106,7,V,Winnipeg,1,1,0,2,180,185,1.5,-165,5.5,-105,5.5,-110
1106,8,H,NYRangers,1,4,0,5,-210,-215,-1.5,145,5.5,-115,5.5,-110
1106,9,V,Dallas,1,1,1,3,140,130,1.5,-215,5.5,-105,5.5,-110
1106,10,H,Chicago,0,1,2,4,-160,-150,-1.5,185,5.5,-115,5.5,-110
1106,11,V,Calgary,1,0,0,1,160,173,1.5,-170,5.5,110,5.5,115
1106,12,H,Anaheim,1,2,1,4,-180,-203,-1.5,150,5.5,-130,5.5,-135
1107,51,V,Vancouver,1,1,0,2,175,165,1.5,-171,5,-120,5,-125
1107,52,H,NYIslanders,1,1,2,4,-205,-185,-1.5,151,5,100,5,105
1107,53,V,Buffalo,0,0,0,0,146,150,1.5,-205,5,-125,5,-115
1107,54,H,Boston,0,3,1,4,-166,-170,-1.5,175,5,105,5,-105
1107,55,V,TampaBay,0,0,1,1,-115,-115,-1.5,250,5,-120,5,-120
1107,56,H,Florida,1,0,2,3,-105,-105,1.5,-310,5,100,5,100
1108,1,V,Edmonton,2,1,0,3,155,180,1.5,-165,5.5,-110,5.5,100
1108,2,H,Pittsburgh,1,1,2,4,-175,-210,-1.5,145,5.5,-110,5.5,-120
1108,3,V,Vancouver,0,1,4,5,230,305,1.5,-105,5.5,100,5,-142
1108,4,H,NYRangers,0,1,2,3,-290,-375,-1.5,-115,5.5,-120,5,122
1108,5,V,Carolina,0,2,0,2,120,142,1.5,-230,5,100,5,-105
1108,6,H,NewJersey,1,0,1,3,-140,-162,-1.5,190,5,-120,5,-115
1108,7,V,Detroit,1,0,1,3,120,129,1.5,-235,5.5,-110,5.5,105
1108,8,H,Philadelphia,1,0,1,2,-140,-149,-1.5,195,5.5,-110,5.5,-125
1108,9,V,SanJose,0,2,1,3,135,113,1.5,-260,5,-125,5,100
1108,10,H,Washington,0,0,0,0,-155,-133,-1.5,210,5,105,5,-120
1108,11,V,LosAngeles,1,4,2,7,105,-113,-1.5,245,5.5,105,5.5,105
1108,12,H,Toronto,0,0,0,0,-125,-107,1.5,-305,5.5,-125,5.5,-125
1108,13,V,Boston,0,1,1,2,160,160,1.5,-185,5,-135,5,-130
1108,14,H,Montreal,0,2,1,3,-180,-180,-1.5,165,5,115,5,110
1108,15,V,Dallas,0,1,1,2,-114,100,1.5,-290,5.5,-110,5.5,-115
1108,16,H,Winnipeg,2,4,2,8,-106,-120,-1.5,230,5.5,-110,5.5,-105
1108,17,V,Ottawa,0,0,1,1,125,135,1.5,-230,5.5,105,5.5,110
1108,18,H,Nashville,0,2,1,3,-145,-155,-1.5,190,5.5,-125,5.5,-130
1108,19,V,Arizona,1,2,1,4,150,130,1.5,-230,5.5,-110,5.5,105
1108,20,H,Colorado,0,2,0,2,-170,-150,-1.5,190,5.5,-110,5.5,-125
1109,51,V,Anaheim,0,1,1,2,103,-124,-1.5,235,5.5,115,5,-140
1109,52,H,Columbus,2,0,0,3,-123,104,1.5,-295,5.5,-135,5,120
1109,53,V,Ottawa,0,1,0,2,110,101,1.5,-260,5,-130,5,-132
1109,54,H,Buffalo,1,0,0,1,-130,-121,-1.5,210,5,110,5,112
1109,55,V,Chicago,0,1,0,2,108,113,1.5,-260,5,-125,5,-122
1109,56,H,St.Louis,0,0,1,1,-128,-133,-1.5,210,5,105,5,102
1110,1,V,Columbus,1,0,1,2,160,139,1.5,-215,5,-135,5,-135
1110,2,H,Boston,4,1,0,5,-180,-159,-1.5,185,5,115,5,115
1110,3,V,Minnesota,1,1,2,4,165,145,1.5,-205,5.5,115,5,-135
1110,4,H,Pittsburgh,1,1,0,2,-185,-165,-1.5,175,5.5,-135,5,115
1110,5,V,Anaheim,0,3,1,4,-105,-120,-1.5,240,5,-130,5,-140
1110,6,H,Carolina,0,1,1,2,-115,100,1.5,-300,5,110,5,120
1110,7,V,SanJose,1,1,2,4,-125,-115,-1.5,245,5,-105,5,-110
1110,8,H,Florida,2,0,0,2,105,-105,1.5,-305,5,-115,5,-110
1110,9,V,Vancouver,0,0,1,1,175,159,1.5,-205,5,-130,5,-125
1110,10,H,Detroit,2,0,1,3,-205,-179,-1.5,175,5,110,5,105
1110,11,V,LosAngeles,0,0,1,1,140,112,1.5,-260,5,-125,5,-110
1110,12,H,Montreal,2,1,1,4,-160,-132,-1.5,210,5,105,5,-110
1110,13,V,NYIslanders,0,1,0,1,150,155,1.5,-205,5.5,110,5.5,110
1110,14,H,TampaBay,2,1,1,4,-170,-175,-1.5,175,5.5,-130,5.5,-130
1110,15,V,St.Louis,1,0,0,1,120,120,1.5,-260,5,-125,5,-125
1110,16,H,Nashville,0,1,2,3,-140,-140,-1.5,210,5,105,5,105
1110,17,V,Winnipeg,1,1,1,3,-102,-120,-1.5,225,5.5,-120,5.5,-135
1110,18,H,Arizona,1,0,1,2,-118,100,1.5,-275,5.5,100,5.5,115
1110,19,V,Dallas,2,0,2,4,110,115,1.5,-260,5.5,-120,5.5,-110
1110,20,H,Calgary,0,2,0,2,-130,-135,-1.5,210,5.5,100,5.5,-110
1111,51,V,NewJersey,0,0,1,2,-113,102,1.5,-305,5,-110,5,-110
1111,52,H,Buffalo,1,0,0,1,-107,-122,-1.5,245,5,-110,5,-110
1111,53,V,Philadelphia,2,1,0,3,-111,-111,-1.5,250,5.5,-115,5.5,-130
1111,54,H,Toronto,2,0,4,6,-109,-109,1.5,-315,5.5,-105,5.5,110
1111,55,V,LosAngeles,0,1,0,1,115,-120,-1.5,250,5,-140,5,-135
1111,56,H,Ottawa,0,0,2,2,-135,100,1.5,-315,5,120,5,115
1111,57,V,Washington,2,0,0,3,-103,-126,-1.5,230,5,-110,5,-105
1111,58,H,Chicago,1,0,1,2,-117,106,1.5,-290,5,-110,5,-115
1111,59,V,Dallas,2,1,0,3,144,166,1.5,-180,5.5,-135,5.5,-115
1111,60,H,Edmonton,2,0,0,2,-164,-186,-1.5,160,5.5,115,5.5,-105
1111,61,V,Winnipeg,0,2,0,2,120,115,1.5,-245,5.5,-125,5.5,105
1111,62,H,Colorado,0,2,0,3,-140,-135,-1.5,205,5.5,105,5.5,-125
1112,1,V,St.Louis,1,1,2,4,-115,-135,-1.5,230,5,-125,5,-125
1112,2,H,Columbus,3,4,1,8,-105,115,1.5,-290,5,105,5,105
1112,3,V,SanJose,2,1,0,3,-102,115,1.5,-300,5,-115,5,-125
1112,4,H,TampaBay,0,0,1,1,-118,-135,-1.5,240,5,-105,5,105
1112,5,V,Washington,1,0,0,1,-150,-145,-1.5,210,5,-130,5,-135
1112,6,H,Carolina,2,2,1,5,130,125,1.5,-260,5,110,5,115
1112,7,V,Toronto,1,0,0,1,200,200,1.5,-140,5.5,-135,5.5,-120
1112,8,H,Pittsburgh,0,2,2,4,-240,-240,-1.5,120,5.5,115,5.5,100
1112,9,V,NYIslanders,1,1,0,2,140,135,1.5,-200,5,-140,5,-140
1112,10,H,Florida,0,0,2,3,-160,-155,-1.5,170,5,120,5,120
1112,11,V,Minnesota,1,1,0,2,-118,-124,-1.5,230,5,-130,5,-140
1112,12,H,Philadelphia,1,1,1,3,-102,104,1.5,-290,5,110,5,120
1112,13,V,Detroit,0,0,0,0,150,160,1.5,-205,5,-120,5,-125
1112,14,H,Montreal,3,2,0,5,-170,-180,-1.5,175,5,100,5,105
1112,15,V,Buffalo,0,1,1,2,130,140,1.5,-235,5,125,5,125
1112,16,H,NewJersey,1,2,1,4,-150,-160,-1.5,195,5,-145,5,-145
1112,17,V,Boston,0,2,0,2,-135,-170,-1.5,185,5.5,110,5.5,-105
1112,18,H,Arizona,0,0,1,1,115,150,1.5,-215,5.5,-130,5.5,-115
1112,19,V,Anaheim,0,0,0,0,113,108,1.5,-275,5,-125,5,-120
1112,20,H,Nashville,1,3,1,5,-133,-128,-1.5,225,5,105,5,100
1112,21,V,NYRangers,2,2,0,4,-140,-140,-1.5,200,5.5,-105,5.5,110
1112,22,H,Calgary,0,0,1,1,120,120,1.5,-240,5.5,-115,5.5,-130
1113,51,V,LosAngeles,1,0,1,2,100,105,1.5,-300,5.5,115,5.5,125
1113,52,H,Winnipeg,2,0,0,3,-120,-125,-1.5,240,5.5,-135,5.5,-145
1113,53,V,Dallas,2,1,1,4,-130,-128,-1.5,225,5.5,100,5.5,125
1113,54,H,Vancouver,1,0,3,5,110,108,1.5,-275,5.5,-120,5.5,-145
1113,55,V,Minnesota,1,0,0,2,105,125,1.5,-240,5,-140,5,-135
1113,56,H,Ottawa,0,0,1,1,-125,-145,-1.5,200,5,120,5,115
1113,57,V,Montreal,0,2,0,2,135,145,1.5,-205,5,-125,5,-145
1113,58,H,Chicago,1,2,0,3,-155,-165,-1.5,175,5,105,5,125
1113,59,V,Boston,1,0,1,2,115,-121,-1.5,230,5.5,105,5.5,120
1113,60,H,Colorado,0,0,0,0,-135,101,1.5,-290,5.5,-125,5.5,-140
1113,61,V,NYRangers,2,1,0,3,-105,110,1.5,-275,5.5,100,5.5,100
1113,62,H,Edmonton,1,0,0,1,-115,-130,-1.5,225,5.5,-120,5.5,-120
1114,1,V,TampaBay,2,2,0,4,-144,-125,-1.5,225,5,-145,5.5,100
1114,2,H,NYIslanders,0,0,0,0,124,105,1.5,-275,5,125,5.5,-120
1115,51,V,Ottawa,0,1,1,3,120,123,1.5,-245,5.5,100,5.5,110
1115,52,H,Philadelphia,1,1,0,2,-140,-143,-1.5,205,5.5,-120,5.5,-130
1115,53,V,SanJose,0,0,0,0,-155,-135,-1.5,215,5,-115,5.5,110
1115,54,H,Carolina,0,0,1,1,135,115,1.5,-265,5,-105,5.5,-130
1115,55,V,Washington,0,1,0,1,-135,-130,-1.5,230,5.5,110,5.5,120
1115,56,H,Columbus,0,0,1,2,115,110,1.5,-290,5.5,-130,5.5,-140
1115,57,V,TampaBay,2,0,2,4,-120,-118,-1.5,255,5.5,100,5.5,125
1115,58,H,Detroit,1,0,2,3,100,-102,1.5,-320,5.5,-120,5.5,-145
1115,59,V,Florida,2,1,0,4,150,114,1.5,-245,5,-110,5,-110
1115,60,H,Montreal,1,1,1,3,-170,-134,-1.5,205,5,-110,5,-110
1115,61,V,Nashville,1,1,0,2,-120,-113,-1.5,250,5.5,100,5.5,-110
1115,62,H,Toronto,2,1,3,6,100,-107,1.5,-315,5.5,-120,5.5,-110
1115,63,V,Buffalo,1,0,0,1,170,175,1.5,-170,5,-115,5,-105
1115,64,H,St.Louis,1,0,3,4,-200,-205,-1.5,150,5,-105,5,-115
1115,65,V,Calgary,1,0,0,1,155,152,1.5,-200,5,-130,5,-145
1115,66,H,Minnesota,0,0,0,0,-175,-172,-1.5,170,5,110,5,125
1115,67,V,Chicago,0,0,0,0,-120,-147,-1.5,215,5.5,105,5.5,120
1115,68,H,Winnipeg,1,0,3,4,100,127,1.5,-265,5.5,-125,5.5,-140
1115,69,V,NewJersey,1,0,0,2,110,135,1.5,-260,5,-125,5,-125
1115,70,H,Dallas,1,0,0,1,-130,-155,-1.5,210,5,105,5,105
1115,71,V,LosAngeles,0,1,0,1,-110,-125,-1.5,235,5,-125,5,-120
1115,72,H,Colorado,0,2,2,4,-110,105,1.5,-295,5,105,5,100
1115,73,V,NYRangers,1,2,4,7,-200,-179,-1.5,160,5.5,105,5.5,125
1115,74,H,Vancouver,0,1,1,2,170,159,1.5,-180,5.5,-125,5.5,-145
1115,75,V,Edmonton,0,1,0,1,125,125,1.5,-245,5.5,120,5,-135
1115,76,H,Anaheim,1,2,1,4,-145,-145,-1.5,205,5.5,-140,5,115
1116,1,V,Pittsburgh,0,0,1,1,100,-113,-1.5,240,5,-140,5,-135
1116,2,H,Washington,3,1,3,7,-120,-107,1.5,-300,5,120,5,115
1116,3,V,Arizona,0,1,0,1,115,-105,1.5,-310,5.5,100,5.5,100
1116,4,H,Calgary,0,0,1,2,-135,-115,-1.5,250,5.5,-120,5.5,-120
1117,51,V,Winnipeg,0,2,0,2,107,115,1.5,-260,5.5,-105,5.5,-110
1117,52,H,Philadelphia,2,1,2,5,-127,-135,-1.5,210,5.5,-115,5.5,-110
1117,53,V,TampaBay,1,2,1,4,-170,-140,-1.5,210,5,-115,5,-110
1117,54,H,Buffalo,0,1,0,1,150,120,1.5,-260,5,-105,5,-110
1117,55,V,Florida,1,0,0,1,-115,-105,1.5,-300,5.5,120,5.5,-110
1117,56,H,Toronto,3,2,1,6,-105,-115,-1.5,240,5.5,-140,5.5,-110
1117,57,V,Nashville,2,1,2,5,-107,-150,-1.5,210,5,-140,5,-130
1117,58,H,Ottawa,1,0,0,1,-113,130,1.5,-260,5,120,5,110
1117,59,V,Boston,0,0,0,0,100,105,1.5,-310,5,-110,5,100
1117,60,H,Minnesota,0,0,1,1,-120,-125,-1.5,250,5,-110,5,-120
1117,61,V,SanJose,1,1,0,2,-107,-120,-1.5,240,5,-110,5,-105
1117,62,H,St.Louis,1,2,0,3,-113,100,1.5,-300,5,-110,5,-115
1117,63,V,Colorado,0,1,1,2,140,144,1.5,-210,5.5,-110,5.5,105
1117,64,H,Dallas,3,0,0,3,-160,-164,-1.5,180,5.5,-110,5.5,-125
1117,65,V,NewJersey,0,2,0,2,140,135,1.5,-245,5,110,4.5,-140
1117,66,H,Anaheim,0,2,1,3,-160,-155,-1.5,205,5,-130,4.5,120
1117,67,V,Arizona,0,2,0,2,103,119,1.5,-265,5,-135,5.5,120
1117,68,H,Vancouver,0,2,0,3,-123,-139,-1.5,215,5,115,5.5,-140
1117,69,V,Edmonton,0,2,0,2,110,116,1.5,-270,5,-120,5,-130
1117,70,H,LosAngeles,2,1,1,4,-130,-136,-1.5,220,5,100,5,110
1118,1,V,Pittsburgh,1,1,0,3,-150,-165,-1.5,205,5.5,100,5.5,100
1118,2,H,NYIslanders,0,2,0,2,130,145,1.5,-238,5.5,-120,5.5,-120
1118,3,V,Detroit,0,0,0,0,185,180,1.5,-170,5,-140,5,-115
1118,4,H,Washington,0,0,1,1,-215,-210,-1.5,150,5,120,5,-105
1118,5,V,NYRangers,0,1,1,2,-122,-145,-1.5,235,5.5,115,5.5,-110
1118,6,H,Columbus,1,1,2,4,102,125,1.5,-285,5.5,-135,5.5,-110
1118,7,V,Montreal,0,1,1,2,-110,101,1.5,-275,5,-140,5.5,120
1118,8,H,Carolina,0,0,3,3,-110,-121,-1.5,225,5,120,5.5,-140
1118,9,V,Chicago,1,1,1,3,-155,-170,-1.5,180,5,-140,5,-130
1118,10,H,Calgary,0,2,0,2,135,150,1.5,-210,5,120,5,110
1119,51,V,TampaBay,1,1,1,3,-122,-103,1.5,-335,5.5,115,5.5,105
1119,52,H,Philadelphia,0,0,0,0,102,-117,-1.5,270,5.5,-135,5.5,-125
1119,53,V,NewJersey,1,0,1,2,113,123,1.5,-270,4.5,-135,5,125
1119,54,H,LosAngeles,0,2,2,4,-133,-143,-1.5,220,4.5,115,5,-145
1119,55,V,Winnipeg,0,0,1,1,142,146,1.5,-215,5,-130,5,-140
1119,56,H,Boston,0,3,1,4,-162,-166,-1.5,185,5,110,5,120
1119,57,V,Toronto,0,1,0,1,159,140,1.5,-215,5.5,115,5.5,105
1119,58,H,Montreal,1,1,0,2,-179,-160,-1.5,185,5.5,-135,5.5,-125
1119,59,V,Edmonton,2,2,1,5,110,107,1.5,-275,5.5,-110,5.5,-120
1119,60,H,Dallas,0,2,0,2,-130,-127,-1.5,225,5.5,-110,5.5,100
1119,61,V,Pittsburgh,0,0,1,1,-169,-180,-1.5,175,5,-136,5.5,120
1119,62,H,Buffalo,1,0,0,2,149,160,1.5,-205,5,116,5.5,-140
1119,63,V,Florida,2,1,1,4,-105,-150,-1.5,220,5,-110,5,-110
1119,64,H,Ottawa,0,0,1,1,-115,130,1.5,-270,5,-110,5,-110
1119,65,V,SanJose,0,0,2,2,-170,-176,-1.5,170,5,-130,5,-135
1119,66,H,Arizona,1,1,0,3,150,156,1.5,-200,5,110,5,115
1119,67,V,Colorado,0,0,3,3,150,180,1.5,-170,5,-110,5,100
1119,68,H,Minnesota,1,1,0,2,-170,-210,-1.5,150,5,-110,5,-120
1119,69,V,Nashville,0,1,0,1,108,100,1.5,-324,5,-125,5,-125
1119,70,H,St.Louis,0,1,2,3,-128,-120,-1.5,259,5,105,5,105
1119,71,V,Chicago,0,0,3,4,-160,-145,-1.5,205,5.5,-110,5,-125
1119,72,H,Vancouver,1,2,0,3,140,125,1.5,-245,5.5,-110,5,105
1120,1,V,Columbus,0,1,2,3,170,160,1.5,-200,5,-135,5,-115
1120,2,H,Washington,1,1,0,2,-200,-180,-1.5,170,5,115,5,-105
1120,3,V,Winnipeg,0,0,1,1,125,145,1.5,-230,5.5,110,5.5,125
1120,4,H,Carolina,1,0,2,3,-145,-165,-1.5,190,5.5,-130,5.5,-145
1120,5,V,Florida,0,1,1,3,160,170,1.5,-185,5.5,115,5,-143
1120,6,H,NYRangers,1,0,1,2,-180,-200,-1.5,165,5.5,-135,5,123
1120,7,V,Calgary,0,1,2,3,125,149,1.5,-230,5,-135,5,-140
1120,8,H,Detroit,1,0,1,2,-145,-169,-1.5,190,5,115,5,120
1120,9,V,LosAngeles,0,3,0,3,126,155,1.5,-200,5,-110,5,-110
1120,10,H,Anaheim,0,0,2,2,-146,-175,-1.5,170,5,-110,5,-110
1121,51,V,Colorado,0,2,0,3,145,105,1.5,-265,5.5,110,5.5,105
1121,52,H,Columbus,1,0,1,2,-165,-125,-1.5,215,5.5,-130,5.5,-125
1121,53,V,Calgary,1,0,1,2,110,114,1.5,-270,5,-130,5,-115
1121,54,H,Buffalo,0,3,1,4,-130,-134,-1.5,220,5,110,5,-105
1121,55,V,NYRangers,0,3,2,5,150,145,1.5,-230,5.5,-110,5.5,105
1121,56,H,Pittsburgh,2,0,0,2,-170,-165,-1.5,190,5.5,-110,5.5,-125
1121,57,V,TampaBay,0,0,1,1,100,135,1.5,-245,5,-125,5,-135
1121,58,H,Nashville,1,2,0,3,-120,-155,-1.5,205,5,105,5,115
1121,59,V,Minnesota,0,1,1,2,-108,110,1.5,-270,5.5,115,5.5,120
1121,60,H,Dallas,0,1,1,3,-112,-130,-1.5,220,5.5,-135,5.5,-140
1121,61,V,Chicago,0,0,0,0,-114,-106,1.5,-310,5.5,110,5.5,125
1121,62,H,Edmonton,2,1,2,5,-106,-114,-1.5,250,5.5,-130,5.5,-145
1121,63,V,NewJersey,0,0,0,0,170,212,1.5,-150,5,115,5,110
1121,64,H,SanJose,2,1,1,4,-200,-262,-1.5,130,5,-135,5,-130
1122,1,V,Carolina,1,1,0,2,110,110,1.5,-259,5.5,-105,5.5,100
1122,2,H,Toronto,1,0,0,1,-130,-130,-1.5,209,5.5,-115,5.5,-120
1122,3,V,St.Louis,0,3,1,4,115,118,1.5,-270,5,100,5,-110
1122,4,H,Boston,1,1,0,2,-135,-138,-1.5,220,5,-120,5,-110
1122,5,V,Philadelphia,1,1,1,3,145,137,1.5,-235,5.5,105,5.5,120
1122,6,H,Florida,0,0,1,1,-165,-157,-1.5,195,5.5,-125,5.5,-140
1122,7,V,Ottawa,0,2,2,4,160,175,1.5,-170,5,-120,5,115
1122,8,H,Montreal,0,2,1,3,-180,-205,-1.5,150,5,100,5,-135
1122,9,V,NYIslanders,2,0,0,3,160,144,1.5,-200,5,-125,5.5,115
1122,10,H,Anaheim,1,0,1,2,-180,-164,-1.5,170,5,105,5.5,-135
1123,51,V,Detroit,0,1,0,2,-102,-125,-1.5,240,5,-110,5,100
1123,52,H,Buffalo,0,0,1,1,-118,105,1.5,-300,5,-110,5,-120
1123,53,V,St.Louis,0,1,2,3,165,160,1.5,-200,5,-110,5,-110
1123,54,H,Washington,1,1,2,4,-185,-180,-1.5,170,5,-110,5,-110
1123,55,V,Pittsburgh,0,5,1,6,110,101,1.5,-295,5.5,-105,5.5,-108
1123,56,H,NYRangers,1,0,0,1,-130,-121,-1.5,235,5.5,-115,5.5,-112
1123,57,V,Winnipeg,0,0,1,1,155,145,1.5,-210,5,-125,5,-110
1123,58,H,Minnesota,0,1,2,3,-175,-165,-1.5,180,5,105,5,-110
1123,59,V,Toronto,3,1,0,4,120,126,1.5,-260,5,110,5,-125
1123,60,H,NewJersey,0,3,1,5,-140,-146,-1.5,210,5,-130,5,105
1123,61,V,Calgary,0,1,1,2,171,146,1.5,-200,5.5,110,5.5,128
1123,62,H,Columbus,0,0,0,0,-201,-166,-1.5,170,5.5,-130,5.5,-148
1123,63,V,Philadelphia,0,2,0,2,185,152,1.5,-200,5,-140,5,-140
1123,64,H,TampaBay,1,0,3,4,-215,-172,-1.5,170,5,120,5,120
1123,65,V,Dallas,0,0,2,2,146,135,1.5,-235,5.5,-105,5.5,-105
1123,66,H,Nashville,1,1,3,5,-166,-155,-1.5,195,5.5,-115,5.5,-115
1123,67,V,Vancouver,1,3,0,4,130,-101,1.5,-310,5,-140,5,-135
1123,68,H,Arizona,0,1,0,1,-150,-119,-1.5,250,5,120,5,115
1123,69,V,Edmonton,2,0,4,6,-120,-131,-1.5,210,5.5,115,5.5,125
1123,70,H,Colorado,2,1,0,3,100,111,1.5,-260,5.5,-135,5.5,-145
1123,71,V,Chicago,0,1,0,1,120,126,1.5,-230,5,-130,5,-110
1123,72,H,SanJose,2,0,0,2,-140,-146,-1.5,190,5,110,5,-110
1123,73,V,NYIslanders,0,0,2,2,166,170,1.5,-175,5,-120,5,-125
1123,74,H,LosAngeles,1,0,3,4,-186,-200,-1.5,155,5,100,5,105
1124,1,V,Boston,1,0,0,1,-130,-130,-1.5,220,5,-115,5,-115
1124,2,H,Ottawa,0,1,2,3,110,110,1.5,-270,5,-105,5,-105
1124,3,V,Carolina,1,0,0,1,145,170,1.5,-185,5,-110,5,-115
1124,4,H,Montreal,1,0,1,2,-165,-200,-1.5,165,5,-110,5,-105
1125,51,V,NYRangers,2,1,0,3,-130,-145,-1.5,210,5.5,-110,5.5,-105
1125,52,H,Philadelphia,0,0,2,2,110,125,1.5,-260,5.5,-110,5.5,-115
1125,53,V,Pittsburgh,1,0,1,2,-120,-112,-1.5,270,5,-125,5,-110
1125,54,H,Minnesota,3,2,1,6,100,-108,1.5,-335,5,105,5,-110
1125,55,V,NYIslanders,1,0,1,2,180,175,1.5,-180,5,-130,5,-135
1125,56,H,SanJose,0,2,1,3,-210,-205,-1.5,160,5,110,5,115
1125,57,V,Chicago,1,2,0,3,105,112,1.5,-275,5,-125,5,-110
1125,58,H,Anaheim,0,1,1,2,-125,-132,-1.5,225,5,105,5,-110
1125,59,V,Buffalo,0,0,1,1,195,170,1.5,-180,5,-120,5,105
1125,60,H,Washington,1,1,1,3,-235,-200,-1.5,160,5,100,5,-125
1125,61,V,Winnipeg,1,0,0,1,170,165,1.5,-180,5.5,120,5.5,125
1125,62,H,Nashville,0,3,2,5,-200,-185,-1.5,160,5.5,-140,5.5,-145
1125,63,V,Detroit,2,1,1,5,115,120,1.5,-265,5,115,5,115
1125,64,H,NewJersey,1,2,1,4,-135,-140,-1.5,215,5,-135,5,-135
1125,65,V,Columbus,2,1,2,5,140,128,1.5,-240,5.5,110,5.5,115
1125,66,H,TampaBay,0,2,1,3,-160,-148,-1.5,200,5.5,-130,5.5,-135
1125,67,V,Calgary,1,0,1,2,130,120,1.5,-240,5,-130,5,-150
1125,68,H,Boston,0,0,1,1,-150,-140,-1.5,200,5,110,5,130
1125,69,V,Vancouver,1,0,0,1,150,195,1.5,-155,5.5,100,5.5,100
1125,70,H,Dallas,0,2,0,2,-170,-225,-1.5,135,5.5,-120,5.5,-120
1125,71,V,Edmonton,2,0,0,2,-140,-165,-1.5,180,5.5,105,5.5,105
1125,72,H,Arizona,1,0,1,3,120,145,1.5,-210,5.5,-125,5.5,-125
1126,1,V,Washington,0,0,2,2,-140,-112,-1.5,250,5.5,100,5.5,125
1126,2,H,Toronto,1,1,2,4,120,-108,1.5,-315,5.5,-120,5.5,-145
1126,3,V,Carolina,1,0,0,1,110,105,1.5,-300,5,-125,5,-125
1126,4,H,Ottawa,0,1,1,2,-130,-125,-1.5,240,5,105,5,105
1126,5,V,Montreal,0,0,1,2,-135,-152,-1.5,200,5,-115,5,-125
1126,6,H,Detroit,0,0,1,1,115,132,1.5,-240,5,-105,5,105
